epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1674.56,1.07433,0.56995,0.97992,0.94479,0.91591,0.96116,0.6668,1.19379,0.58102,1.04426,0.000587875,0.000587875,0.000587875
14,1773.4,1.07362,0.56887,0.97957,0.95105,0.91618,0.95665,0.66233,1.22524,0.58886,1.04687,0.000584781,0.000584781,0.000584781
15,1936.54,1.05981,0.56221,0.97494,0.96714,0.93481,0.96858,0.68794,1.13473,0.53835,1.0138,0.000581687,0.000581687,0.000581687
16,2089.56,1.05436,0.54958,0.9727,0.96794,0.93486,0.96778,0.67949,1.16223,0.54882,1.01895,0.000578594,0.000578594,0.000578594
17,2276.06,1.03894,0.5328,0.96732,0.96123,0.92767,0.96637,0.68662,1.16688,0.54026,1.02887,0.0005755,0.0005755,0.0005755
18,2411.04,1.04051,0.5386,0.96835,0.96851,0.94131,0.97277,0.69402,1.13705,0.51272,1.02002,0.000572406,0.000572406,0.000572406
19,2561.84,1.03859,0.52655,0.9684,0.96483,0.9382,0.97276,0.68929,1.15109,0.52283,1.02112,0.000569313,0.000569313,0.000569313
20,2686.76,1.02522,0.52336,0.96447,0.9613,0.93521,0.9689,0.69385,1.13815,0.52208,1.01457,0.000566219,0.000566219,0.000566219
21,2853.58,1.02622,0.51868,0.96669,0.96545,0.92741,0.96845,0.68402,1.19884,0.54299,1.05133,0.000563125,0.000563125,0.000563125
22,2993.41,1.01566,0.50991,0.95988,0.96067,0.94796,0.97206,0.69791,1.11882,0.50707,1.0029,0.000560031,0.000560031,0.000560031
23,3189.29,1.01537,0.50903,0.95959,0.96876,0.94463,0.97222,0.69089,1.14584,0.51887,1.01843,0.000556938,0.000556938,0.000556938
24,3312,1.01269,0.50565,0.95692,0.95426,0.92103,0.96081,0.6753,1.19918,0.5377,1.04563,0.000553844,0.000553844,0.000553844
25,3466.4,1.01607,0.50453,0.96067,0.9606,0.93428,0.96836,0.68357,1.18238,0.52802,1.04232,0.00055075,0.00055075,0.00055075
26,3657.11,1.00476,0.5024,0.95746,0.96643,0.93569,0.96969,0.69009,1.15638,0.50944,1.02742,0.000547656,0.000547656,0.000547656
27,3776.83,0.99196,0.49289,0.95319,0.97107,0.94651,0.97252,0.70381,1.12384,0.49658,1.00606,0.000544563,0.000544563,0.000544563
28,3914.18,0.99235,0.49012,0.9515,0.96122,0.94112,0.97046,0.69061,1.1692,0.50868,1.02884,0.000541469,0.000541469,0.000541469
29,4065.43,0.98696,0.48552,0.95129,0.97044,0.94315,0.9757,0.70003,1.13195,0.49405,1.01489,0.000538375,0.000538375,0.000538375
30,4267.75,0.97762,0.48372,0.94556,0.96551,0.94374,0.97199,0.69869,1.13782,0.52852,1.02013,0.000535281,0.000535281,0.000535281
31,4380.95,0.97191,0.47651,0.94494,0.96244,0.94807,0.97218,0.69441,1.15089,0.50492,1.01814,0.000532187,0.000532187,0.000532187
32,4549.76,0.9693,0.4713,0.9449,0.95727,0.94965,0.97792,0.69969,1.13157,0.50174,1.01419,0.000529094,0.000529094,0.000529094
33,4717.94,0.96948,0.47361,0.94401,0.96523,0.94465,0.97421,0.70607,1.11699,0.50081,1.00783,0.000526,0.000526,0.000526
34,4834.04,0.95928,0.46664,0.93919,0.96333,0.95129,0.97406,0.69934,1.13797,0.48989,1.01243,0.000522906,0.000522906,0.000522906
35,4997.12,0.96672,0.46999,0.94256,0.9686,0.93944,0.97136,0.70007,1.13797,0.50558,1.01821,0.000519812,0.000519812,0.000519812
36,5117.42,0.95776,0.46592,0.93795,0.96727,0.94536,0.97276,0.70306,1.13568,0.4998,1.01409,0.000516719,0.000516719,0.000516719
37,5256.16,0.94123,0.45942,0.93609,0.96239,0.94408,0.97113,0.70103,1.12217,0.47878,1.01496,0.000513625,0.000513625,0.000513625
38,5336.48,0.94412,0.46442,0.93689,0.96523,0.94097,0.97221,0.70335,1.14273,0.49352,1.0227,0.000510531,0.000510531,0.000510531
39,5494.58,0.94191,0.45721,0.93515,0.96609,0.94045,0.97076,0.70291,1.13572,0.51591,1.01226,0.000507438,0.000507438,0.000507438
40,5626.57,0.93755,0.45856,0.9331,0.96127,0.94875,0.97489,0.70584,1.11882,0.50455,1.01493,0.000504344,0.000504344,0.000504344
41,5729.21,0.92781,0.44909,0.92988,0.96963,0.94568,0.97655,0.7105,1.13357,0.48715,1.01253,0.00050125,0.00050125,0.00050125
42,5859.48,0.92363,0.44919,0.93045,0.96315,0.95537,0.97525,0.70278,1.14382,0.47558,1.02156,0.000498156,0.000498156,0.000498156
43,5969.52,0.92068,0.44701,0.92578,0.9676,0.93659,0.96695,0.69985,1.15112,0.49312,1.02715,0.000495063,0.000495063,0.000495063
44,6103.26,0.9197,0.44679,0.92648,0.96505,0.94,0.97155,0.70174,1.1537,0.48118,1.03155,0.000491969,0.000491969,0.000491969
45,6247.72,0.90432,0.43847,0.92358,0.96818,0.94459,0.97093,0.69529,1.16153,0.50179,1.03057,0.000488875,0.000488875,0.000488875
46,6371.72,0.9021,0.43602,0.92387,0.96096,0.94467,0.97245,0.70663,1.13155,0.47411,1.01235,0.000485781,0.000485781,0.000485781
47,6501.13,0.89043,0.43195,0.919,0.95885,0.95081,0.97221,0.70623,1.1321,0.47695,1.01905,0.000482687,0.000482687,0.000482687
48,6631.97,0.90084,0.43453,0.92285,0.96973,0.94749,0.97341,0.70663,1.14487,0.4745,1.0251,0.000479594,0.000479594,0.000479594
49,6776.91,0.89843,0.43454,0.92047,0.96572,0.94814,0.97351,0.71225,1.13053,0.49927,1.01175,0.0004765,0.0004765,0.0004765
50,6920.18,0.89745,0.43246,0.92273,0.97303,0.94914,0.9773,0.70933,1.12414,0.50088,1.00998,0.000473406,0.000473406,0.000473406
51,7068.81,0.87995,0.42671,0.91498,0.96266,0.94829,0.97377,0.70365,1.15652,0.4856,1.02756,0.000470312,0.000470312,0.000470312
52,7194.44,0.87933,0.42894,0.91851,0.96396,0.94851,0.97146,0.70069,1.15199,0.48255,1.03783,0.000467219,0.000467219,0.000467219
53,7309.34,0.8778,0.42413,0.91566,0.96719,0.94762,0.97275,0.70005,1.1492,0.48345,1.02449,0.000464125,0.000464125,0.000464125
54,7413.37,0.8706,0.4238,0.91174,0.96381,0.94553,0.97131,0.70508,1.1426,0.48314,1.02164,0.000461031,0.000461031,0.000461031
55,7539.28,0.862,0.41698,0.9098,0.96524,0.94972,0.97403,0.7073,1.14018,0.47799,1.02088,0.000457938,0.000457938,0.000457938
56,7678.96,0.85272,0.41631,0.90881,0.96967,0.94702,0.97496,0.70913,1.14137,0.47799,1.01597,0.000454844,0.000454844,0.000454844
57,7792.42,0.85482,0.41198,0.90728,0.96865,0.94587,0.97561,0.70737,1.14138,0.46608,1.02828,0.00045175,0.00045175,0.00045175
58,7920.03,0.84913,0.4112,0.90818,0.96737,0.93889,0.97332,0.70188,1.17201,0.48587,1.0349,0.000448656,0.000448656,0.000448656
59,8054.07,0.84581,0.41294,0.90723,0.97317,0.9419,0.97529,0.70989,1.14731,0.49153,1.02002,0.000445562,0.000445562,0.000445562
60,8177.48,0.83958,0.40819,0.90416,0.96618,0.94277,0.97268,0.70302,1.16433,0.48147,1.04242,0.000442469,0.000442469,0.000442469
61,8322.74,0.82889,0.40359,0.8999,0.96828,0.94458,0.97253,0.70434,1.14408,0.49854,1.02875,0.000439375,0.000439375,0.000439375
62,8478.99,0.82655,0.40486,0.90121,0.9645,0.94922,0.97555,0.7067,1.15563,0.47832,1.0412,0.000436281,0.000436281,0.000436281
63,8616.24,0.83279,0.40594,0.90178,0.96145,0.94887,0.97336,0.71029,1.14468,0.49241,1.02545,0.000433187,0.000433187,0.000433187
64,8744.51,0.81773,0.40124,0.89883,0.97035,0.94573,0.97387,0.70734,1.14779,0.45952,1.03698,0.000430094,0.000430094,0.000430094
65,8836.97,0.81769,0.39905,0.89623,0.96822,0.94366,0.97329,0.70791,1.14228,0.4811,1.02347,0.000427,0.000427,0.000427
66,8930.76,0.81046,0.39499,0.8946,0.96539,0.94852,0.97422,0.7064,1.15134,0.49798,1.03542,0.000423906,0.000423906,0.000423906
67,9035.15,0.81102,0.39895,0.89466,0.96984,0.94854,0.97647,0.70976,1.13331,0.46432,1.02029,0.000420812,0.000420812,0.000420812
68,9158.56,0.80054,0.39388,0.8939,0.96703,0.95501,0.97693,0.71076,1.12933,0.47839,1.02612,0.000417719,0.000417719,0.000417719
69,9264.47,0.79102,0.38889,0.89055,0.96629,0.94775,0.97495,0.70681,1.1487,0.48285,1.03222,0.000414625,0.000414625,0.000414625
70,9420.57,0.78939,0.39017,0.88899,0.96054,0.94112,0.97062,0.7087,1.14411,0.49256,1.03099,0.000411531,0.000411531,0.000411531
71,9530.01,0.78813,0.3879,0.8898,0.96997,0.94668,0.97411,0.70501,1.14154,0.48078,1.02679,0.000408438,0.000408438,0.000408438
72,9637.89,0.78082,0.38346,0.88896,0.96935,0.94883,0.97551,0.71203,1.14044,0.46209,1.02568,0.000405344,0.000405344,0.000405344
73,9746.68,0.7763,0.38366,0.88387,0.97042,0.94197,0.97458,0.7091,1.13176,0.46568,1.02435,0.00040225,0.00040225,0.00040225
74,9894.98,0.7727,0.38136,0.88416,0.97166,0.94337,0.97435,0.71037,1.14215,0.46019,1.02654,0.000399156,0.000399156,0.000399156
75,10057.1,0.78096,0.38737,0.88655,0.96426,0.95376,0.97374,0.70781,1.14679,0.465,1.03446,0.000396063,0.000396063,0.000396063
76,10178.9,0.76668,0.37831,0.88306,0.96291,0.94522,0.97296,0.70864,1.14252,0.47706,1.02757,0.000392969,0.000392969,0.000392969
77,10328.6,0.75968,0.37864,0.88206,0.96846,0.94911,0.97522,0.70621,1.14213,0.48293,1.0335,0.000389875,0.000389875,0.000389875
78,10449,0.7572,0.37443,0.8807,0.96705,0.94628,0.97301,0.70771,1.15117,0.47098,1.03515,0.000386781,0.000386781,0.000386781
79,10592.4,0.74774,0.37099,0.87629,0.96055,0.94603,0.97285,0.70364,1.15895,0.48941,1.04427,0.000383688,0.000383688,0.000383688
